speed,mileage,lastMaintenanceDaysAgo,previous_delay,congestion,occupancyPercentage,delay_minutes,maintenance_status
100,13089,7,5,5,98,23,Healthy
74,30659,36,54,1,65,29,Healthy
89,55178,38,52,9,51,58,Healthy
101,91268,52,15,8,51,36,Minor Issue
56,95042,143,46,8,97,65,Critical
42,80726,174,39,3,80,37,Critical
71,80111,151,8,2,88,16,Critical
52,44565,140,42,1,80,30,Minor Issue
112,99242,172,58,6,65,50,Critical
107,32884,143,33,1,87,24,Minor Issue
53,27199,93,26,5,74,42,Healthy
50,70038,107,12,9,20,30,Minor Issue
95,67786,126,35,9,96,51,Minor Issue
106,59294,49,26,4,86,24,Healthy
68,88015,21,8,7,68,24,Healthy
48,44178,15,4,7,44,21,Healthy
106,22665,14,50,4,35,37,Healthy
64,10534,42,21,5,32,21,Healthy
115,46132,15,30,9,71,39,Healthy
81,46110,63,2,7,55,22,Healthy
48,68754,196,29,7,91,41,Critical
118,73580,27,20,7,63,33,Healthy
79,32469,93,34,9,66,48,Healthy
64,74016,105,5,5,99,18,Critical
44,56233,53,27,6,95,53,Healthy
50,76708,52,31,3,39,17,Minor Issue
98,68232,63,41,1,37,26,Healthy
118,96437,181,36,2,73,25,Critical
77,44409,57,24,8,31,35,Healthy
111,29324,120,31,1,44,10,Minor Issue
44,18738,52,34,7,79,57,Healthy
87,34054,107,21,5,94,41,Healthy
57,39709,43,23,6,53,32,Healthy
109,95643,135,38,8,32,40,Critical
76,10363,117,53,4,57,49,Healthy
99,20358,170,29,6,31,30,Healthy
87,13240,4,49,3,55,39,Healthy
116,82201,197,31,7,47,38,Critical
67,55689,133,30,2,58,24,Minor Issue
108,11936,80,22,8,96,40,Healthy
116,53965,41,39,7,62,44,Healthy
79,87534,132,32,8,50,38,Critical
84,10882,2,24,2,21,11,Healthy
101,30224,195,35,3,61,28,Healthy
97,40825,149,23,4,50,20,Healthy
106,80740,198,30,9,80,60,Critical
95,38885,43,57,5,75,50,Healthy
79,50056,82,38,6,33,30,Healthy
79,13203,108,45,1,33,11,Healthy
116,70241,197,12,4,48,18,Critical
72,12244,137,9,4,69,19,Healthy
45,78619,156,22,8,69,50,Critical
58,31584,26,17,8,82,37,Healthy
119,18521,82,31,6,92,36,Healthy
79,60017,83,32,8,84,49,Minor Issue
98,43541,131,35,9,87,50,Healthy
98,39063,73,27,5,90,31,Healthy
87,80268,100,15,1,30,10,Minor Issue
80,74952,49,15,1,33,3,Healthy
52,49563,145,17,2,22,16,Minor Issue
84,49752,63,7,2,27,14,Healthy
92,12567,55,41,5,62,47,Healthy
81,26121,151,15,7,28,19,Healthy
102,11674,34,54,7,38,48,Healthy
66,86411,105,55,4,31,44,Critical
77,76275,105,10,4,46,23,Critical
99,77081,69,5,3,77,12,Minor Issue
46,39140,15,0,2,44,13,Healthy
44,19327,175,11,3,64,15,Minor Issue
84,80663,3,56,8,67,61,Healthy
97,33331,156,37,1,69,24,Healthy
70,33004,3,27,4,63,36,Healthy
62,20492,102,44,7,78,57,Healthy
81,64797,4,57,5,52,52,Minor Issue
49,68095,88,16,2,97,25,Healthy
71,23749,159,0,1,47,0,Minor Issue
92,73217,45,31,6,37,33,Healthy
69,99044,187,7,5,74,17,Critical
78,19045,45,53,3,52,36,Healthy
70,30116,75,39,9,34,50,Healthy
41,28667,165,55,3,80,36,Healthy
117,85057,193,42,2,30,22,Critical
116,84205,9,45,5,55,34,Healthy
51,37302,145,23,9,34,38,Healthy
78,21283,118,9,8,72,33,Healthy
105,40935,65,46,6,81,44,Healthy
52,82534,131,38,3,67,36,Minor Issue
85,41624,26,38,6,34,35,Healthy
66,23440,181,9,5,82,23,Healthy
56,56501,159,35,1,62,37,Critical
99,97333,26,24,5,69,32,Minor Issue
103,11269,23,59,7,79,53,Healthy
74,17868,30,49,9,78,67,Healthy
109,40251,10,58,1,34,38,Healthy
69,87909,72,56,3,48,44,Healthy
110,94523,64,9,8,94,27,Critical
113,48729,150,18,6,59,31,Minor Issue
102,25734,143,45,5,50,36,Healthy
67,52429,123,44,2,92,42,Minor Issue
99,51337,105,14,3,30,10,Healthy
118,50325,184,15,2,81,10,Minor Issue
76,93600,74,1,1,94,8,Healthy
61,72514,148,28,7,27,44,Minor Issue
107,18433,105,3,3,70,20,Healthy
59,19111,47,52,7,76,57,Healthy
107,73753,87,49,7,23,43,Minor Issue
103,90583,53,28,8,55,35,Minor Issue
56,83620,181,30,1,38,12,Critical
51,31751,129,16,5,43,21,Healthy
61,26453,2,9,9,60,37,Healthy
56,95844,58,26,7,68,46,Minor Issue
49,48968,147,52,1,65,31,Minor Issue
104,40077,190,40,8,55,51,Minor Issue
61,44775,72,14,3,29,11,Healthy
89,68144,140,59,4,97,46,Critical
53,58570,154,43,4,26,31,Healthy
103,56097,27,30,8,31,45,Healthy
86,34503,29,20,1,67,21,Healthy
68,12779,15,59,8,56,58,Healthy
115,96840,174,58,9,94,60,Critical
75,10755,129,57,9,55,66,Healthy
91,49263,60,40,5,79,48,Healthy
115,65087,107,45,4,96,47,Healthy
46,52281,185,44,4,27,36,Critical
68,61482,3,59,9,26,61,Healthy
50,64857,115,25,8,62,38,Minor Issue
72,27400,146,37,7,77,45,Healthy
45,50115,52,50,3,65,42,Healthy
118,24249,60,35,4,53,21,Healthy
71,56825,34,51,9,91,61,Healthy
90,34600,96,16,8,41,33,Healthy
114,47706,89,50,1,40,18,Minor Issue
97,29222,60,2,3,34,7,Healthy
65,51139,154,13,2,24,15,Minor Issue
85,51302,19,48,2,36,33,Healthy
68,97838,111,12,8,91,35,Critical
43,78159,22,40,6,38,50,Healthy
52,18646,161,26,6,24,40,Healthy
78,23543,166,0,4,42,11,Minor Issue
54,32785,128,56,1,33,35,Minor Issue
68,88353,35,16,7,29,27,Healthy
68,41406,107,47,8,50,52,Minor Issue
114,98992,128,49,2,32,33,Critical
71,61428,195,33,2,41,33,Critical
41,33777,83,13,1,56,10,Healthy
86,67939,138,53,4,58,42,Minor Issue
117,63026,143,54,6,29,41,Critical
61,96450,139,58,5,50,49,Critical
114,39553,111,16,4,62,12,Minor Issue
66,33548,90,2,4,96,20,Healthy
106,73221,24,33,7,55,32,Healthy
95,47265,77,39,7,54,41,Healthy
60,50701,101,24,2,87,23,Healthy
86,61287,132,1,7,74,17,Healthy
119,16727,13,33,2,87,19,Healthy
98,60717,185,25,4,66,20,Minor Issue
45,42427,98,30,1,25,24,Minor Issue
58,26692,120,8,5,47,28,Healthy
96,41625,37,29,1,49,12,Healthy
108,34918,48,19,4,46,33,Healthy
42,51136,199,20,9,88,43,Minor Issue
40,62409,1,28,8,58,44,Healthy
97,25577,60,58,6,54,53,Healthy
77,95155,140,24,8,63,43,Critical
54,91731,149,37,5,34,36,Critical
73,37689,139,57,7,51,61,Healthy
100,21154,44,43,8,48,54,Healthy
74,31341,115,24,7,82,39,Healthy
103,84681,186,8,4,25,10,Critical
64,56330,108,38,5,46,35,Minor Issue
63,97759,44,43,6,47,39,Minor Issue
51,78416,78,25,6,24,29,Healthy
57,96807,162,56,9,60,68,Critical
54,43313,25,36,2,75,30,Healthy
119,56900,132,15,6,73,24,Healthy
66,88840,192,36,3,99,32,Critical
111,44695,116,11,2,37,3,Healthy
99,40225,119,23,6,96,34,Healthy
85,96072,144,25,4,62,26,Critical
56,59156,10,19,5,93,32,Healthy
92,87209,109,8,5,48,15,Minor Issue
47,97453,194,22,3,29,18,Critical
118,37829,35,38,4,25,27,Healthy
66,90908,134,28,3,99,33,Critical
85,35938,19,30,7,23,33,Healthy
89,69164,187,18,1,53,0,Critical
110,64530,181,19,6,52,19,Minor Issue
42,78199,8,22,4,23,30,Healthy
103,70282,10,42,1,63,29,Minor Issue
83,57801,195,26,1,95,23,Critical
92,19465,166,29,5,50,33,Healthy
63,13326,29,20,5,99,38,Healthy
99,13659,15,43,7,85,47,Healthy
42,70289,87,34,4,77,38,Healthy
59,37594,23,48,9,79,58,Healthy
85,14763,46,6,4,21,10,Healthy
54,98657,28,21,7,55,46,Healthy
64,20828,26,9,5,89,21,Healthy
117,57588,10,22,5,79,21,Healthy
110,21221,175,14,6,42,21,Healthy
56,21211,4,29,8,66,44,Healthy
48,23569,55,33,5,65,40,Healthy
77,47860,66,12,3,99,23,Healthy
87,81558,67,59,6,63,52,Minor Issue
99,55337,135,3,2,38,13,Healthy
102,62311,55,17,8,68,40,Healthy
41,23515,31,55,8,77,60,Healthy
111,81695,74,22,3,26,14,Healthy
50,97227,19,32,8,60,50,Minor Issue
103,34904,156,33,9,97,46,Minor Issue
116,69935,81,33,5,34,18,Healthy
111,53790,156,35,5,95,46,Minor Issue
60,78580,147,34,6,72,37,Minor Issue
57,85148,87,16,7,42,36,Minor Issue
103,15636,20,27,3,96,29,Healthy
77,87129,13,13,5,92,22,Minor Issue
71,12892,77,33,1,84,34,Healthy
50,31672,43,47,5,79,48,Healthy
84,15812,139,10,4,29,15,Healthy
72,10654,176,56,1,77,29,Healthy
80,64633,143,12,7,66,19,Minor Issue
47,27143,145,32,1,34,20,Minor Issue
50,65934,182,56,8,28,65,Minor Issue
90,77334,50,54,2,32,24,Healthy
80,39087,28,1,5,42,15,Healthy
56,21618,4,33,6,52,40,Healthy
115,18446,22,52,9,28,60,Healthy
85,97182,119,28,7,22,40,Critical
71,58867,101,36,6,92,45,Healthy
118,61028,39,3,5,44,11,Healthy
119,70101,34,11,6,90,21,Healthy
93,37200,97,25,4,55,19,Healthy
59,98074,44,57,1,39,32,Healthy
72,71465,170,27,9,73,42,Critical
113,96436,40,2,5,38,10,Healthy
79,97892,97,19,8,79,39,Critical
71,98559,140,9,7,56,27,Critical
41,49148,130,51,8,22,57,Minor Issue
72,92928,156,17,1,38,8,Critical
116,30698,74,52,9,72,62,Healthy
69,52470,86,52,1,65,35,Healthy
72,61660,90,52,3,99,41,Healthy
116,63910,67,26,8,75,33,Minor Issue
65,45450,199,30,1,89,23,Critical
61,66463,76,26,1,50,23,Healthy
105,43757,92,41,6,72,45,Healthy
77,88012,10,0,5,53,18,Healthy
85,80247,86,5,6,50,24,Minor Issue
54,82015,102,10,3,79,25,Critical
83,41390,185,33,6,30,39,Minor Issue
88,66116,108,38,2,25,24,Minor Issue
114,23161,165,19,8,46,30,Healthy
100,42152,91,52,6,26,49,Healthy
106,90171,192,20,4,68,10,Critical
45,30836,79,20,4,91,36,Healthy
48,76543,86,17,7,79,41,Minor Issue
45,65648,107,20,3,52,31,Minor Issue
112,36331,168,18,3,66,11,Minor Issue
71,20763,101,3,6,63,27,Healthy
80,79444,108,12,9,98,43,Healthy
115,29187,60,17,1,46,3,Healthy
47,21957,48,51,5,41,46,Healthy
111,14379,117,28,1,66,14,Healthy
89,37959,106,24,1,67,13,Healthy
101,92018,147,55,3,49,31,Critical
101,37105,33,12,3,21,15,Healthy
46,10877,44,26,4,34,23,Healthy
114,58353,165,59,3,66,35,Healthy
119,93788,112,18,6,46,30,Critical
43,94585,89,48,4,90,40,Minor Issue
45,93308,36,0,8,46,26,Minor Issue
97,61567,81,37,1,32,14,Minor Issue
61,67913,88,18,8,74,48,Minor Issue
65,12637,149,51,1,36,36,Minor Issue
42,82778,130,0,1,94,4,Critical
80,52025,31,39,7,78,42,Healthy
99,92464,108,16,1,29,9,Critical
53,38742,30,20,9,52,45,Healthy
114,21831,172,21,8,97,37,Healthy
51,95092,12,14,1,56,10,Healthy
51,98370,51,49,2,27,32,Minor Issue
52,56762,121,38,2,52,34,Minor Issue
64,98741,177,47,2,26,39,Critical
84,28830,152,38,6,53,49,Healthy
58,65044,152,31,4,90,32,Minor Issue
94,83948,188,48,8,26,50,Critical
84,79202,139,3,1,60,9,Minor Issue
47,47045,13,43,4,74,38,Healthy
92,96322,91,44,5,26,33,Critical
94,81051,74,31,9,37,48,Critical
71,36627,192,3,5,62,16,Minor Issue
90,25198,20,52,3,97,35,Healthy
83,79521,72,0,4,59,7,Minor Issue
109,39475,73,32,7,72,44,Healthy
57,29403,71,6,1,33,5,Healthy
61,13681,78,8,6,40,15,Healthy
76,52292,28,0,8,76,24,Healthy
95,15629,130,15,1,65,18,Healthy
98,87814,121,17,8,45,32,Minor Issue
42,18417,43,53,7,43,55,Healthy
67,44765,8,46,1,24,26,Healthy
113,84499,13,5,9,61,30,Healthy
74,66574,111,1,3,62,7,Minor Issue
100,37675,35,8,2,51,13,Healthy
93,82267,23,3,7,25,17,Minor Issue
102,50563,46,44,3,93,40,Healthy
118,21332,15,22,1,86,22,Healthy
46,29177,130,53,3,26,42,Healthy
115,99254,61,42,6,48,34,Minor Issue
88,78447,115,44,3,53,34,Critical
70,67104,64,42,5,26,35,Minor Issue
97,94335,52,50,9,96,65,Minor Issue
100,90730,164,7,7,77,27,Critical
63,14951,195,38,2,50,27,Healthy
59,38333,69,24,1,92,16,Healthy
76,31673,67,15,7,64,22,Healthy
43,50870,175,34,4,66,32,Critical
59,81101,83,16,7,96,41,Minor Issue
99,32821,2,17,6,91,36,Healthy
63,35494,172,59,7,92,61,Healthy
89,84160,192,26,4,92,25,Critical
88,10835,78,14,3,59,16,Healthy
90,28646,28,59,5,49,52,Healthy
75,87360,54,16,3,81,24,Minor Issue
105,47335,67,42,3,90,35,Healthy
118,79351,164,4,4,36,18,Critical
73,12429,102,15,8,24,38,Healthy
75,51950,120,14,2,20,3,Healthy
45,70654,191,41,4,99,36,Critical
78,78143,153,45,3,50,29,Critical
81,87527,48,33,7,54,47,Minor Issue
97,96704,167,47,2,91,26,Critical
51,41099,47,18,1,49,16,Healthy
42,49385,21,7,1,34,6,Healthy
57,45919,158,46,6,75,44,Minor Issue
79,70782,92,9,3,79,17,Minor Issue
60,81116,159,4,7,46,24,Critical
54,82590,121,51,8,21,59,Critical
65,99626,116,47,5,93,40,Critical
47,50387,154,52,5,83,47,Minor Issue
81,25823,150,25,2,24,11,Healthy
83,56015,149,21,8,87,44,Minor Issue
53,25339,1,43,1,32,26,Healthy
117,13491,165,22,9,42,43,Healthy
41,10706,77,12,1,69,11,Healthy
76,25728,85,8,1,98,11,Healthy
108,16997,46,48,1,97,38,Healthy
77,70408,137,19,7,92,28,Critical
80,68097,145,27,4,56,27,Critical
101,48523,47,43,7,49,44,Healthy
99,35163,59,56,5,42,41,Healthy
53,27718,54,36,7,53,45,Healthy
41,97508,86,23,7,83,44,Minor Issue
109,93767,12,43,4,74,32,Healthy
56,49619,192,32,2,90,29,Minor Issue
67,22126,6,19,8,28,30,Healthy
105,99131,53,59,2,23,33,Healthy
74,74926,144,47,9,85,65,Minor Issue
44,50633,90,29,5,52,40,Healthy
104,87654,5,43,9,51,57,Healthy
79,13317,73,8,9,63,34,Healthy
115,54980,174,44,8,56,46,Minor Issue
95,54115,14,48,8,86,59,Healthy
75,71646,172,16,4,79,29,Critical
84,53158,191,35,4,78,34,Minor Issue
62,65963,106,13,2,55,21,Minor Issue
86,57631,52,18,4,68,26,Healthy
70,59316,116,6,4,70,14,Minor Issue
50,69342,26,58,6,27,51,Healthy
49,25504,53,2,3,69,13,Healthy
106,78593,109,32,2,60,13,Minor Issue
53,36660,29,43,8,57,51,Healthy
119,47196,19,31,2,97,29,Healthy
113,75938,47,46,8,98,60,Minor Issue
49,18605,136,10,7,74,34,Healthy
115,67388,23,41,3,87,34,Healthy
40,91297,117,1,6,37,19,Minor Issue
44,65501,106,25,6,84,36,Minor Issue
59,63309,163,3,5,83,24,Minor Issue
47,37043,53,16,8,31,33,Healthy
82,43635,96,16,5,60,33,Minor Issue
115,89315,186,27,7,61,37,Critical
40,90691,5,29,6,79,44,Healthy
96,43132,16,39,7,69,39,Healthy
103,99387,17,22,9,55,28,Minor Issue
67,25366,160,45,3,67,39,Minor Issue
76,82107,102,23,7,90,37,Minor Issue
86,72580,180,28,3,92,32,Critical
115,67889,20,3,2,27,0,Healthy
76,89553,112,37,7,44,40,Critical
88,49236,120,28,4,26,30,Healthy
83,14150,194,18,1,27,10,Healthy
95,29423,111,26,6,95,31,Healthy
67,14137,1,28,6,50,36,Healthy
118,39992,58,55,6,31,54,Healthy
45,54921,93,35,2,76,31,Critical
100,89369,172,34,1,85,21,Critical
59,76917,6,51,3,31,42,Healthy
117,83690,108,5,2,46,4,Critical
41,44235,103,58,6,65,65,Minor Issue
112,88975,50,22,6,26,29,Minor Issue
76,29122,118,38,5,80,45,Minor Issue
59,33956,110,45,5,77,53,Healthy
65,73879,88,43,9,77,57,Healthy
68,68560,20,47,5,32,39,Healthy
40,92800,14,51,6,72,48,Healthy
74,78685,133,7,4,84,18,Critical
109,34660,169,54,1,68,25,Critical
98,96064,40,1,4,54,12,Healthy
108,11168,34,12,2,36,3,Healthy
72,55124,124,39,3,91,40,Healthy
90,45897,45,56,7,86,61,Healthy
117,25032,199,20,7,29,25,Minor Issue
51,62797,80,30,1,53,26,Healthy
59,45294,71,51,8,23,55,Healthy
92,53827,155,47,7,48,39,Minor Issue
82,13516,78,35,1,65,17,Healthy
89,29751,78,47,8,94,53,Healthy
68,40373,172,51,2,65,37,Minor Issue
96,40270,33,37,8,96,48,Healthy
78,20386,33,26,3,78,23,Healthy
95,74817,44,35,7,80,46,Healthy
82,75184,20,47,6,87,53,Healthy
89,89693,111,22,5,85,27,Minor Issue
62,47879,164,54,2,53,34,Minor Issue
83,59597,7,20,2,24,19,Healthy
77,49132,160,12,1,28,19,Minor Issue
62,13626,195,36,9,39,46,Healthy
84,95936,167,46,8,40,55,Critical
91,91515,24,25,8,36,36,Minor Issue
119,87065,70,39,1,31,21,Healthy
89,65390,112,6,5,86,16,Minor Issue
47,26645,104,45,6,24,39,Minor Issue
40,64144,54,38,2,79,28,Minor Issue
47,23382,38,21,5,72,29,Healthy
68,14025,74,38,6,71,42,Healthy
44,53226,80,22,9,97,54,Minor Issue
86,89380,32,57,1,67,31,Healthy
73,79711,45,29,3,38,21,Minor Issue
104,84710,61,17,9,36,45,Minor Issue
94,13443,198,41,1,73,26,Minor Issue
82,31395,53,17,1,87,15,Healthy
113,20725,128,45,1,54,28,Healthy
69,43461,179,9,7,60,26,Minor Issue
56,51115,76,38,5,32,37,Healthy
65,93732,184,29,6,52,35,Critical
47,89790,27,25,8,34,41,Healthy
86,89557,166,6,2,82,14,Critical
115,81260,62,6,2,34,5,Minor Issue
111,38690,18,4,3,50,0,Healthy
85,11407,127,0,3,47,11,Healthy
107,83568,109,45,3,29,27,Critical
72,68560,103,17,4,76,26,Minor Issue
40,57340,192,12,3,90,20,Critical
58,27794,77,24,2,52,20,Healthy
70,29881,117,39,9,26,57,Healthy
119,96292,104,7,6,24,17,Critical
53,59703,158,9,3,99,26,Critical
92,54354,49,31,9,76,48,Healthy
87,88462,169,16,4,91,23,Minor Issue
108,24390,116,37,4,59,31,Healthy
101,97475,141,14,8,47,24,Critical
105,37307,162,14,7,55,14,Minor Issue
103,34502,100,56,7,75,51,Healthy
109,32486,125,47,7,66,53,Healthy
102,48258,25,39,5,90,46,Healthy
112,67716,194,50,7,59,39,Critical
72,91494,128,19,4,78,32,Critical
80,92768,100,14,8,62,31,Minor Issue
87,20748,146,34,9,85,44,Healthy
52,72785,5,5,3,28,16,Minor Issue
112,86050,19,29,7,25,30,Healthy
116,32738,170,56,9,84,74,Minor Issue
70,84231,18,7,1,22,0,Healthy
114,83606,121,30,2,93,21,Critical
107,51662,32,47,7,56,42,Healthy
43,92234,149,46,2,52,36,Critical
58,25123,10,31,7,28,44,Healthy
109,35616,37,44,1,72,17,Healthy
52,21182,177,57,3,96,52,Minor Issue
62,72013,86,51,5,70,46,Minor Issue
114,41331,13,14,6,90,22,Healthy
40,56098,183,17,9,45,35,Minor Issue
93,36128,145,12,9,35,37,Minor Issue
110,41556,9,23,3,59,20,Healthy
54,97505,88,39,8,70,50,Critical
104,31876,172,13,4,58,21,Minor Issue
115,18949,46,27,7,74,39,Healthy
110,61962,136,10,6,55,25,Minor Issue
54,81206,119,5,8,84,42,Healthy
60,34099,165,55,6,96,58,Minor Issue
58,22716,19,24,4,64,38,Healthy
99,62611,191,0,2,28,7,Minor Issue
72,48885,174,24,7,56,41,Minor Issue
88,63144,94,1,4,20,0,Healthy
74,75220,199,31,9,85,51,Critical
83,17837,26,12,9,82,39,Healthy
50,59355,46,32,7,62,45,Healthy
111,57299,118,31,5,47,29,Healthy
117,29159,46,55,3,50,40,Healthy
113,61012,14,23,3,88,25,Healthy
105,69305,85,26,9,27,30,Healthy
85,97096,63,3,9,53,36,Minor Issue
48,27106,72,23,4,68,22,Healthy
42,68123,3,22,1,77,18,Healthy
65,18720,28,28,5,94,32,Healthy
111,47661,125,33,8,66,39,Healthy
87,97318,157,20,4,44,27,Critical
105,31120,87,29,4,22,23,Healthy
109,29790,146,25,9,64,45,Minor Issue
67,68655,163,19,9,71,46,Minor Issue
65,69643,77,15,7,53,22,Healthy
64,57374,76,2,8,88,28,Healthy
51,52907,175,48,4,27,44,Minor Issue
44,60071,114,36,8,46,53,Minor Issue
87,44812,133,57,6,99,47,Minor Issue
76,59570,75,39,3,82,39,Healthy
118,60901,59,43,7,44,45,Minor Issue
83,70186,59,24,3,77,19,Healthy
54,60251,47,22,7,67,41,Healthy
82,75171,95,43,5,20,35,Minor Issue
87,46160,141,58,4,27,45,Minor Issue
109,29156,78,0,3,40,0,Healthy
85,86208,113,32,8,97,46,Critical
82,89980,109,14,4,48,24,Minor Issue
60,82320,106,16,8,49,39,Critical
62,27929,89,33,3,22,30,Healthy
119,76606,33,16,9,26,30,Minor Issue
86,98442,97,51,6,30,48,Minor Issue
54,72559,190,57,5,51,50,Critical
64,64205,79,40,5,78,38,Healthy
75,78475,16,43,3,31,30,Healthy
114,74341,44,3,2,98,14,Healthy
90,52863,186,12,6,57,30,Critical
54,91837,120,3,1,43,0,Minor Issue
107,75439,134,6,7,84,23,Critical
60,17194,108,45,5,37,37,Healthy
52,81387,143,58,4,65,50,Critical
58,91914,4,8,9,75,42,Healthy
73,76214,56,22,1,82,27,Healthy
117,39777,64,32,4,26,16,Healthy
107,36183,196,32,3,85,31,Critical
91,37445,162,19,6,59,29,Minor Issue
66,77038,95,3,5,73,18,Critical
68,97201,56,0,7,50,18,Minor Issue
67,26198,32,53,1,71,44,Healthy
74,31411,116,41,5,50,31,Healthy
47,60577,9,33,2,53,24,Healthy
55,25867,191,26,2,26,21,Minor Issue
75,72501,105,20,2,35,17,Minor Issue
69,24266,78,23,9,41,48,Healthy
57,49422,161,14,3,72,15,Minor Issue
41,45208,87,34,4,36,37,Healthy
88,41213,21,24,5,23,25,Healthy
116,17367,55,54,4,80,43,Healthy
43,89026,76,8,4,71,19,Minor Issue
114,45362,185,16,5,54,21,Minor Issue
46,61588,130,20,9,63,44,Minor Issue
113,48285,141,59,9,34,57,Minor Issue
78,84755,126,12,6,80,25,Critical
52,81846,132,2,3,63,14,Minor Issue
70,46307,84,3,6,40,13,Healthy
110,90280,178,3,4,96,13,Critical
102,29867,115,42,3,66,28,Healthy
95,66523,48,27,6,94,36,Healthy
81,94161,123,6,6,68,22,Critical
100,16378,78,25,2,72,23,Healthy
81,94685,30,10,9,46,37,Healthy
95,86958,29,23,8,50,38,Healthy
75,37926,136,42,6,63,45,Minor Issue
107,23180,140,9,1,51,2,Healthy
46,46931,41,36,2,49,27,Healthy
93,34014,26,12,4,37,6,Healthy
40,89872,50,43,7,82,58,Critical
83,68502,2,41,9,35,52,Healthy
84,97736,55,38,5,54,43,Healthy
86,15470,104,18,2,81,14,Healthy
52,24953,184,50,1,28,37,Minor Issue
61,48507,14,18,1,81,15,Healthy
60,16523,134,11,5,58,21,Healthy
48,96923,128,51,7,70,65,Minor Issue
65,67190,104,21,9,29,42,Critical
48,57761,95,46,9,71,69,Healthy
54,41169,81,36,8,31,48,Healthy
49,55641,61,55,1,91,44,Healthy
81,32990,12,29,5,81,40,Healthy
111,39661,13,45,6,22,37,Healthy
63,23419,147,11,6,30,26,Healthy
119,24457,172,28,4,27,22,Minor Issue
88,77600,89,20,1,42,15,Minor Issue
65,86102,95,10,3,29,7,Critical
76,43085,59,59,4,37,48,Healthy
107,60654,37,36,4,95,39,Healthy
89,16130,25,47,4,58,35,Healthy
63,12042,16,57,5,45,45,Healthy
58,80134,166,17,9,30,30,Critical
99,52982,171,43,4,29,43,Critical
78,75185,87,58,9,22,57,Minor Issue
113,43477,142,26,9,81,50,Healthy
57,62709,134,36,1,90,27,Healthy
58,38716,23,47,5,80,53,Healthy
75,88137,126,11,9,23,35,Healthy
113,46018,60,22,4,80,34,Healthy
94,18061,140,33,5,27,37,Minor Issue
108,18609,141,37,4,32,29,Healthy
86,45371,100,22,2,31,16,Healthy
88,93021,103,52,2,54,38,Minor Issue
72,30805,134,24,2,73,34,Healthy
60,17857,63,3,1,70,6,Healthy
61,21620,38,29,3,62,21,Healthy
87,18177,128,29,1,85,21,Healthy
76,40111,50,12,4,34,13,Healthy
54,98578,180,41,1,68,30,Critical
74,94181,40,48,4,53,46,Minor Issue
110,99941,8,13,3,58,15,Healthy
71,21826,189,55,9,45,58,Healthy
50,23890,8,46,1,88,33,Healthy
49,92428,104,7,8,67,28,Critical
112,68031,34,54,9,70,66,Healthy
117,85020,188,23,7,23,33,Critical
116,15495,57,17,1,46,1,Healthy
96,38481,174,34,4,61,43,Minor Issue
64,21267,22,24,1,75,17,Healthy
41,16743,87,16,4,88,29,Healthy
103,64800,40,31,3,37,20,Healthy
74,58773,173,55,2,80,42,Minor Issue
46,67042,183,23,1,23,15,Minor Issue
57,59476,179,6,6,20,13,Minor Issue
106,38552,86,12,7,69,33,Healthy
81,75242,133,26,6,89,33,Minor Issue
78,55772,95,47,9,39,60,Healthy
80,53730,13,4,9,39,28,Healthy
114,38948,28,35,2,65,23,Healthy
63,86311,84,25,2,46,22,Minor Issue
99,79093,62,41,9,45,51,Healthy
85,79123,93,44,1,51,30,Minor Issue
58,26535,87,30,5,29,29,Healthy
107,76490,24,9,1,31,6,Healthy
81,56562,98,45,7,93,47,Healthy
71,99080,7,25,9,43,39,Minor Issue
78,68535,166,21,6,70,35,Minor Issue
75,51269,37,11,2,57,17,Healthy
75,90674,68,31,6,65,40,Healthy
42,52462,170,26,9,27,53,Healthy
112,13127,86,32,3,74,21,Healthy
47,33147,133,52,9,97,61,Minor Issue
109,55528,192,51,8,50,56,Minor Issue
80,87095,178,19,7,35,32,Critical
107,78931,87,38,8,39,48,Minor Issue
52,76381,15,40,6,57,40,Healthy
88,73749,123,39,3,34,26,Healthy
99,48672,107,58,7,97,67,Healthy
41,23731,181,12,4,95,25,Healthy
99,64512,153,13,5,53,27,Critical
44,61024,89,43,8,91,62,Healthy
83,13832,125,39,7,38,41,Healthy
66,42332,113,52,7,88,64,Healthy
71,22467,137,21,8,82,43,Healthy
60,51025,166,17,3,96,24,Minor Issue
47,23107,150,47,3,51,38,Healthy
111,87994,107,28,2,56,20,Minor Issue
89,53481,87,42,1,85,22,Healthy
106,12581,177,15,6,26,26,Healthy
83,85118,68,45,6,67,48,Minor Issue
97,61638,15,34,8,30,38,Healthy
42,18418,65,52,6,94,51,Healthy
109,39113,54,33,6,50,33,Healthy
41,94363,158,2,1,63,8,Critical
83,73044,93,3,7,64,25,Healthy
41,89955,20,53,7,91,62,Healthy
74,71030,33,4,9,75,37,Healthy
69,21814,100,9,7,51,22,Healthy
47,20024,77,51,8,40,57,Healthy
61,73288,135,28,4,50,31,Healthy
83,67836,136,31,9,20,46,Critical
97,17435,156,30,1,96,25,Healthy
75,77084,173,1,8,30,23,Critical
108,80601,107,11,3,87,15,Minor Issue
116,98416,120,26,1,55,9,Critical
70,13407,74,4,2,98,14,Healthy
86,42940,11,36,6,78,37,Healthy
94,15666,31,26,5,86,35,Healthy
119,47122,12,22,3,75,25,Healthy
101,35092,124,32,9,70,49,Healthy
